o_free_time,o_num_assignments,a_rest,a_grading,a_pd,r,op_free_time,op_num_assignments,ap_rest,ap_grading,ap_pd,day
3,1868,0.1,0.2,0.7,-35.79842588193051,3,1873,0.1,0.0,0.9,265
3,1873,0.1,0.0,0.9,-36.00107757819871,6,1881,0.2,0.2,0.6,266
6,1881,0.2,0.2,0.6,-36.18226751989484,6,1889,0.6,0.3,0.1,267
6,1889,0.6,0.3,0.1,-36.252739844695895,3,1894,0.1,0.5,0.4,268
3,1894,0.1,0.5,0.4,-37.406790446248934,0,1900,0.3,0.5,0.2,269
0,1900,0.3,0.5,0.2,-36.533120541786445,5,1909,0.6,0.2,0.2,270
5,1909,0.6,0.2,0.2,-36.71256714886859,5,1919,0.3,0.3,0.4,271
5,1919,0.3,0.3,0.4,-37.95764362425489,0,1929,0.6,0.2,0.2,272
0,1929,0.6,0.2,0.2,-37.0625143672311,6,1935,0.5,0.2,0.3,273
6,1935,0.5,0.2,0.3,-37.31239022355879,5,1947,0.2,0.8,-0.0,274
5,1947,0.2,0.8,-0.0,-37.4829633213232,4,1957,0.0,0.9,0.1,275
4,1957,0.0,0.9,0.1,-37.43908018810997,4,1961,0.3,0.0,0.7,276
4,1961,0.3,0.0,0.7,-37.64268956122887,4,1968,0.2,0.2,0.6,277
4,1968,0.2,0.2,0.6,-37.92307735311658,6,1980,0.7,0.1,0.2,278
6,1980,0.7,0.1,0.2,-39.130222305272916,0,1991,0.3,0.4,0.3,279
0,1991,0.3,0.4,0.3,-38.34007690602331,6,1999,0.3,0.2,0.5,280
6,1999,0.3,0.2,0.5,-38.65234594184776,7,2014,0.0,0.6,0.4,281
7,2014,0.0,0.6,0.4,-38.89637531307713,1,2026,0.3,0.3,0.4,282
1,2026,0.3,0.3,0.4,-38.90208734744247,7,2028,0.1,0.0,0.9,283
7,2028,0.1,0.0,0.9,-39.17157260171049,6,2039,0.2,0.2,0.6,284
6,2039,0.2,0.2,0.6,-39.42185387569339,4,2051,0.1,0.8,0.1,285
4,2051,0.1,0.8,0.1,-39.51263033693645,2,2058,0.7,0.0,0.3,286
2,2058,0.7,0.0,0.3,-39.65643403356709,5,2067,0.5,0.1,0.4,287
5,2067,0.5,0.1,0.4,-39.901988943231416,7,2077,0.8,0.2,-0.0,288
7,2077,0.8,0.2,-0.0,-40.0023650537991,4,2083,0.2,0.4,0.4,289
4,2083,0.2,0.4,0.4,-40.26864540326111,1,2093,0.6,0.3,0.1,290
1,2093,0.6,0.3,0.1,-40.3266654492285,4,2098,0.6,0.2,0.2,291
4,2098,0.6,0.2,0.2,-40.66210171973622,5,2115,0.0,1.0,-0.0,292
5,2115,0.0,1.0,-0.0,-40.89227870253885,4,2129,0.2,0.5,0.3,293
4,2129,0.2,0.5,0.3,-40.92095891551347,6,2133,0.0,0.7,0.3,294
6,2133,0.0,0.7,0.3,-41.01900432635833,3,2141,0.6,0.2,0.2,295
3,2141,0.6,0.2,0.2,-41.02179193309475,5,2141,0.1,0.5,0.4,296
5,2141,0.1,0.5,0.4,-41.1759061812638,3,2148,0.6,0.0,0.4,297
3,2148,0.6,0.0,0.4,-41.366216180076165,2,2156,0.1,0.0,0.9,298
2,2156,0.1,0.0,0.9,-41.6679816805254,3,2166,0.0,0.6,0.4,299
3,2166,0.0,0.6,0.4,-41.83515410264827,5,2175,0.3,0.6,0.1,300
5,2175,0.3,0.6,0.1,-41.91096348591079,4,2183,0.1,0.7,0.2,301
4,2183,0.1,0.7,0.2,-41.89032165464057,6,2187,0.5,0.1,0.4,302
6,2187,0.5,0.1,0.4,-42.07132183631268,3,2192,0.3,0.5,0.2,303
3,2192,0.3,0.5,0.2,-42.13735846699132,5,2196,0.1,0.4,0.5,304
5,2196,0.1,0.4,0.5,-42.26692139118629,5,2202,0.7,0.0,0.3,305
5,2202,0.7,0.0,0.3,-42.48716636677012,4,2212,0.0,0.9,0.1,306
4,2212,0.0,0.9,0.1,-42.64583780696242,5,2224,0.1,0.7,0.2,307
5,2224,0.1,0.7,0.2,-42.59280742552417,7,2227,0.3,0.7,-0.0,308
7,2227,0.3,0.7,-0.0,-43.481612264736555,0,2225,0.3,0.5,0.2,309
0,2225,0.3,0.5,0.2,-43.55377091842616,0,2227,0.4,0.2,0.4,310
0,2227,0.4,0.2,0.4,-42.82947439022811,3,2236,0.8,0.0,0.2,311
3,2236,0.8,0.0,0.2,-43.03383964290839,3,2244,0.1,0.6,0.3,312
3,2244,0.1,0.6,0.3,-43.25561814866705,6,2256,0.7,0.1,0.2,313
6,2256,0.7,0.1,0.2,-43.471888358283714,2,2265,0.3,0.3,0.4,314
2,2265,0.3,0.3,0.4,-43.797007752723076,2,2279,0.1,0.6,0.3,315
2,2279,0.1,0.6,0.3,-44.91507256143019,0,2287,0.7,0.2,0.1,316
0,2287,0.7,0.2,0.1,-44.13754781515646,1,2298,0.7,0.3,0.0,317
1,2298,0.7,0.3,0.0,-44.368723336379766,1,2309,0.5,0.3,0.2,318
1,2309,0.5,0.3,0.2,-44.62333751218365,6,2320,0.6,0.3,0.1,319
6,2320,0.6,0.3,0.1,-44.80750932577112,6,2329,0.8,0.2,-0.0,320
6,2329,0.8,0.2,-0.0,-44.87813787680676,3,2332,0.1,0.1,0.8,321
3,2332,0.1,0.1,0.8,-45.12729042951659,4,2339,0.2,0.7,0.1,322
4,2339,0.2,0.7,0.1,-45.28401586116893,6,2350,0.8,0.0,0.2,323
6,2350,0.8,0.0,0.2,-45.45535897644118,3,2359,0.2,0.2,0.6,324
3,2359,0.2,0.2,0.6,-45.71128223929825,6,2367,0.3,0.4,0.3,325
6,2367,0.3,0.4,0.3,-46.94503460236284,0,2379,0.8,0.0,0.2,326
0,2379,0.8,0.0,0.2,-46.9614991310435,0,2382,0.1,0.8,0.1,327
0,2382,0.1,0.8,0.1,-46.23188313973307,6,2394,0.1,0.2,0.7,328
6,2394,0.1,0.2,0.7,-46.417963308335736,1,2403,0.2,0.6,0.2,329
1,2403,0.2,0.6,0.2,-47.493512575252375,0,2409,0.1,0.5,0.4,330
0,2409,0.1,0.5,0.4,-46.65166908324985,6,2418,0.5,0.3,0.2,331
6,2418,0.5,0.3,0.2,-46.82445487679236,7,2428,0.0,0.6,0.4,332
7,2428,0.0,0.6,0.4,-46.92364651255881,2,2433,0.1,0.9,-0.0,333
2,2433,0.1,0.9,-0.0,-46.865291318004,4,2438,0.2,0.4,0.4,334
4,2438,0.2,0.4,0.4,-47.10447279903086,2,2448,0.2,0.7,0.1,335
2,2448,0.2,0.7,0.1,-47.163436880914034,1,2456,0.3,0.2,0.5,336
1,2456,0.3,0.2,0.5,-47.44023903340081,7,2465,0.6,0.1,0.3,337
7,2465,0.6,0.1,0.3,-48.62939977569672,0,2473,0.6,0.2,0.2,338
0,2473,0.6,0.2,0.2,-47.81567341656969,2,2481,0.4,0.4,0.2,339
2,2481,0.4,0.4,0.2,-48.00441290497611,6,2490,0.1,0.1,0.8,340
6,2490,0.1,0.1,0.8,-48.27031211886835,7,2499,0.9,0.1,-0.0,341
7,2499,0.9,0.1,-0.0,-48.31319225262094,4,2503,0.3,0.2,0.5,342
4,2503,0.3,0.2,0.5,-48.5829981811878,4,2512,0.4,0.2,0.4,343
4,2512,0.4,0.2,0.4,-48.75828700310447,1,2520,0.2,0.6,0.2,344
1,2520,0.2,0.6,0.2,-48.931595422740415,3,2529,0.3,0.6,0.1,345
3,2529,0.3,0.6,0.1,-48.945365432333034,2,2533,0.0,0.5,0.5,346
2,2533,0.0,0.5,0.5,-49.06529857308805,3,2539,0.5,0.1,0.4,347
3,2539,0.5,0.1,0.4,-49.2022095769342,4,2546,0.4,0.4,0.2,348
4,2546,0.4,0.4,0.2,-49.45261537181563,4,2558,0.2,0.6,0.2,349
4,2558,0.2,0.6,0.2,-49.622493874030425,1,2568,0.2,0.2,0.6,350
1,2568,0.2,0.2,0.6,-49.816266995942954,3,2576,0.6,0.4,-0.0,351
3,2576,0.6,0.4,-0.0,-49.99222822061851,6,2587,0.2,0.3,0.5,352
6,2587,0.2,0.3,0.5,-50.22311685823353,2,2596,0.5,0.5,-0.0,353
2,2596,0.5,0.5,-0.0,-50.26761619899848,7,2601,0.9,0.1,-0.0,354
7,2601,0.9,0.1,-0.0,-50.39081508840585,6,2607,0.1,0.4,0.5,355
6,2607,0.1,0.4,0.5,-51.61225778577764,0,2614,0.1,0.3,0.6,356
0,2614,0.1,0.3,0.6,-50.799944455088735,6,2623,0.3,0.3,0.4,357
6,2623,0.3,0.3,0.4,-51.05034970199574,1,2636,0.4,0.3,0.3,358
1,2636,0.4,0.3,0.3,-51.25014331186079,5,2646,0.8,0.1,0.1,359
5,2646,0.8,0.1,0.1,-51.51884676860491,4,2660,0.0,0.6,0.4,360
4,2660,0.0,0.6,0.4,-51.743019148835,6,2668,0.3,0.3,0.4,361
6,2668,0.3,0.3,0.4,-52.886950819349906,0,2677,0.1,0.8,0.1,362
0,2677,0.1,0.8,0.1,-51.96052833337415,3,2684,0.7,0.1,0.2,363
3,0,0.2,0.0,0.8,-0.4799813568672159,0,0,0.1,0.1,0.8,0
0,0,0.1,0.1,0.8,0.5114405074460625,3,5,0.4,0.1,0.5,1
3,5,0.4,0.1,0.5,0.5026405074460625,5,15,0.9,0.1,0.0,2
5,15,0.9,0.1,0.0,0.5136405074460624,2,18,0.8,0.1,0.1,3
2,18,0.8,0.1,0.1,-0.5347594925539376,0,24,0.3,0.0,0.7,4
0,24,0.3,0.0,0.7,0.33991864313278414,2,33,0.3,0.2,0.5,5
2,33,0.3,0.2,0.5,0.35756237175934086,5,44,0.2,0.5,0.3,6
5,44,0.2,0.5,0.3,0.4416279646991761,1,48,0.3,0.4,0.3,7
1,48,0.3,0.4,0.3,0.4442061003858976,2,50,0.2,0.7,0.1,8
2,50,0.2,0.7,0.1,0.5947716933257329,4,55,0.4,0.3,0.3,9
4,55,0.4,0.3,0.3,0.49678423607261923,5,61,0.0,0.9,0.1,10
5,61,0.0,0.9,0.1,0.7826154219522896,1,63,0.2,0.3,0.5,11
1,63,0.2,0.3,0.5,0.5809842360726193,3,55,0.7,0.1,0.2,12
3,55,0.7,0.1,0.2,0.5213405074460624,1,61,0.2,0.2,0.6,13
1,61,0.2,0.2,0.6,0.47966237175934096,5,72,0.3,0.3,0.4,14
5,72,0.3,0.3,0.4,0.5128842360726193,1,78,0.2,0.1,0.7,15
1,78,0.2,0.1,0.7,0.34584050744606265,3,83,0.2,0.5,0.3,16
3,83,0.2,0.5,0.3,0.2866279646991762,7,93,0.5,0.1,0.4,17
7,93,0.5,0.1,0.4,0.04454050744606258,3,99,0.7,0.0,0.3,18
3,99,0.7,0.0,0.3,-0.19048135686721596,7,108,0.7,0.1,0.2,19
7,108,0.7,0.1,0.2,-0.3291594925539375,3,114,0.2,0.1,0.7,20
3,114,0.2,0.1,0.7,-0.5771594925539373,7,122,0.3,0.2,0.5,21
7,122,0.3,0.2,0.5,-1.758437628240659,0,131,0.4,0.2,0.4,22
0,131,0.4,0.2,0.4,-1.8265162765870802,0,133,0.2,0.1,0.7,23
0,133,0.2,0.1,0.7,-1.1096594925539374,5,144,0.0,0.2,0.8,24
5,144,0.0,0.2,0.8,-1.318137628240659,7,153,0.7,0.1,0.2,25
7,153,0.7,0.1,0.2,-1.5706594925539372,7,165,0.7,0.0,0.3,26
7,165,0.7,0.0,0.3,-1.790481356867216,7,172,0.2,0.1,0.7,27
7,172,0.2,0.1,0.7,-2.0836594925539376,1,185,0.7,0.0,0.3,28
1,185,0.7,0.0,0.3,-2.2197000000000005,1,191,0.4,0.2,0.4,29
1,191,0.4,0.2,0.4,-2.4196,5,201,0.2,-0.0,0.8,30
5,201,0.2,-0.0,0.8,-2.6392,3,212,0.1,0.4,0.5,31
3,212,0.1,0.4,0.5,-3.8955,0,224,0.5,0.1,0.4,32
0,224,0.5,0.1,0.4,-2.9496,3,229,0.6,0.3,0.1,33
3,229,0.6,0.3,0.1,-3.1599000000000004,5,238,0.2,0.7,0.1,34
5,238,0.2,0.7,0.1,-3.1764,3,241,0.2,0.4,0.4,35
3,241,0.2,0.4,0.4,-3.0886,2,238,0.1,0.1,0.8,36
2,238,0.1,0.1,0.8,-3.2462,3,244,0.4,0.5,0.1,37
3,244,0.4,0.5,0.1,-4.3073999999999995,0,249,0.7,0.1,0.2,38
0,249,0.7,0.1,0.2,-3.5778000000000003,1,263,0.3,0.2,0.5,39
1,263,0.3,0.2,0.5,-4.7895,0,270,0.2,0.4,0.4,40
0,270,0.2,0.4,0.4,-4.9456,0,277,0.1,0.1,0.8,41
0,277,0.1,0.1,0.8,-4.0392,1,282,0.1,0.6,0.3,42
1,282,0.1,0.6,0.3,-4.2857,6,295,0.2,0.2,0.6,43
6,295,0.2,0.2,0.6,-4.4154,4,302,0.1,0.7,0.2,44
4,302,0.1,0.7,0.2,-4.4723,4,307,0.4,0.5,0.1,45
4,307,0.4,0.5,0.1,-4.379899999999999,2,306,0.2,0.5,0.3,46
2,306,0.2,0.5,0.3,-4.4222,4,309,0.0,0.2,0.8,47
4,309,0.0,0.2,0.8,-4.5332,6,312,0.1,0.1,0.8,48
6,312,0.1,0.1,0.8,-4.7222,5,320,0.0,0.4,0.6,49
5,320,0.0,0.4,0.6,-4.827400000000001,4,325,0.9,0.0,0.1,50
4,325,0.9,0.0,0.1,-4.8399,3,328,0.2,0.4,0.4,51
3,328,0.2,0.4,0.4,-5.1036,1,337,0.3,0.0,0.7,52
1,337,0.3,0.0,0.7,-5.2493,5,344,0.7,0.2,0.1,53
5,344,0.7,0.2,0.1,-5.4699,4,356,0.0,0.9,0.1,54
4,356,0.0,0.9,0.1,-5.5684,6,362,0.5,0.0,0.5,55
6,362,0.5,0.0,0.5,-5.5145,6,360,0.5,0.1,0.4,56
6,360,0.5,0.1,0.4,-5.7396,7,369,0.2,0.1,0.7,57
7,369,0.2,0.1,0.7,-5.9693000000000005,6,379,0.7,0.2,0.1,58
6,379,0.7,0.2,0.1,-6.0699000000000005,7,386,0.4,0.1,0.5,59
7,386,0.4,0.1,0.5,-6.2895,4,396,0.0,0.9,0.1,60
4,396,0.0,0.9,0.1,-6.3684,2,402,0.3,0.4,0.3,61
2,402,0.3,0.4,0.3,-7.3367,0,403,0.4,0.3,0.3,62
0,403,0.4,0.3,0.3,-6.4327,6,408,0.2,0.3,0.5,63
6,408,0.2,0.3,0.5,-6.719,7,421,0.7,-0.0,0.3,64
7,421,0.7,-0.0,0.3,-6.8147,6,426,0.3,0.1,0.6,65
6,426,0.3,0.1,0.6,-8.0594,0,434,0.3,0.7,0.0,66
0,434,0.3,0.7,0.0,-7.1465000000000005,7,440,0.4,0.5,0.1,67
7,440,0.4,0.5,0.1,-7.2699,3,449,0.2,0.0,0.8,68
3,449,0.2,0.0,0.8,-7.3292,5,449,0.6,0.3,0.1,69
5,449,0.6,0.3,0.1,-7.5574,1,461,0.5,0.5,0.0,70
1,461,0.5,0.5,0.0,-7.625,2,465,0.8,0.2,-0.0,71
2,465,0.8,0.2,-0.0,-7.814,6,473,0.2,0.5,0.3,72
6,473,0.2,0.5,0.3,-7.9672,1,481,0.4,0.1,0.5,73
1,481,0.4,0.1,0.5,-8.0275,2,484,0.1,0.6,0.3,74
2,484,0.1,0.6,0.3,-8.2137,6,493,0.1,0.5,0.4,75
6,493,0.1,0.5,0.4,-8.4121,3,505,0.5,0.3,0.2,76
3,505,0.5,0.3,0.2,-8.3758,7,505,0.5,0.3,0.2,77
7,505,0.5,0.3,0.2,-8.4623,3,509,0.1,0.7,0.2,78
3,509,0.1,0.7,0.2,-8.498800000000001,4,513,0.9,0.1,-0.0,79
4,513,0.9,0.1,-0.0,-8.5555,1,517,0.1,0.5,0.4,80
1,517,0.1,0.5,0.4,-8.8596,1,530,0.0,0.8,0.2,81
1,530,0.0,0.8,0.2,-9.9578,0,541,0.0,0.5,0.5,82
0,541,0.0,0.5,0.5,-9.107000000000001,6,549,0.1,0.2,0.7,83
6,549,0.1,0.2,0.7,-9.3553,4,559,0.1,0.8,0.1,84
4,559,0.1,0.8,0.1,-9.2529,3,563,0.3,0.1,0.6,85
3,563,0.3,0.1,0.6,-9.3064,2,559,0.5,0.1,0.4,86
2,559,0.5,0.1,0.4,-10.545100000000001,0,570,0.4,0.3,0.3,87
0,570,0.4,0.3,0.3,-9.682699999999999,6,577,0.2,0.7,0.1,88
6,577,0.2,0.7,0.1,-9.6534,4,581,0.2,0.4,0.4,89
4,581,0.2,0.4,0.4,-9.6626,1,580,0.5,0.1,0.4,90
1,580,0.5,0.1,0.4,-10.877600000000001,0,588,0.4,0.4,0.2,91
0,588,0.4,0.4,0.2,-11.0578,0,599,0.2,0.5,0.3,92
0,599,0.2,0.5,0.3,-11.1472,0,605,0.3,0.7,-0.0,93
0,605,0.3,0.7,-0.0,-10.153,3,612,0.4,0.0,0.6,94
3,612,0.4,0.0,0.6,-10.519400000000001,1,621,0.3,0.0,0.7,95
1,621,0.3,0.0,0.7,-10.7593,7,630,0.3,0.1,0.6,96
7,630,0.3,0.1,0.6,-12.0069,0,641,0.2,0.4,0.4,97
0,641,0.2,0.4,0.4,-11.1606,7,650,0.1,0.4,0.5,98
7,650,0.1,0.4,0.5,-11.316500000000001,7,658,0.4,0.2,0.4,99
7,658,0.4,0.2,0.4,-11.4296,3,663,0.1,0.4,0.5,100
3,663,0.1,0.4,0.5,-11.5905,3,671,0.5,0.4,0.1,101
3,671,0.5,0.4,0.1,-11.616900000000001,3,675,0.1,0.2,0.7,102
3,675,0.1,0.2,0.7,-12.779300000000001,0,679,0.4,0.3,0.3,103
0,679,0.4,0.3,0.3,-11.9087,5,687,0.0,0.6,0.4,104
5,687,0.0,0.6,0.4,-12.0636,7,697,0.8,0.1,0.1,105
7,697,0.8,0.1,0.1,-11.9574,6,691,0.4,0.3,0.3,106
6,691,0.4,0.3,0.3,-13.0887,0,696,0.2,0.2,0.6,107
0,696,0.2,0.2,0.6,-12.2594,1,702,0.1,0.7,0.2,108
1,702,0.1,0.7,0.2,-12.331299999999999,6,711,0.2,0.4,0.4,109
6,711,0.2,0.4,0.4,-13.518600000000001,0,720,0.5,0.4,0.1,110
0,720,0.5,0.4,0.1,-12.5549,1,724,0.5,0.0,0.5,111
1,724,0.5,0.0,0.5,-12.8745,2,735,0.5,0.2,0.3,112
2,735,0.5,0.2,0.3,-13.1637,5,749,0.2,0.4,0.4,113
5,749,0.2,0.4,0.4,-13.3686,7,759,0.4,0.2,0.4,114
7,759,0.4,0.2,0.4,-13.4456,6,762,0.0,0.4,0.6,115
6,762,0.0,0.4,0.6,-13.5224,6,765,0.1,0.5,0.4,116
6,765,0.1,0.5,0.4,-13.569600000000001,4,770,0.1,0.5,0.4,117
4,770,0.1,0.5,0.4,-14.5321,0,770,0.7,0.2,0.1,118
0,770,0.7,0.2,0.1,-13.5679,7,772,0.7,0.1,0.2,119
7,772,0.7,0.1,0.2,-13.7948,2,781,0.3,0.6,0.1,120
2,781,0.3,0.6,0.1,-13.8859,4,788,0.4,0.5,0.1,121
4,788,0.4,0.5,0.1,-13.8874,7,790,0.3,0.5,0.2,122
7,790,0.3,0.5,0.2,-13.879800000000001,7,791,0.3,0.2,0.5,123
7,791,0.3,0.2,0.5,-15.025500000000001,0,795,0.3,0.5,0.2,124
0,795,0.3,0.5,0.2,-14.032300000000001,4,799,0.2,0.7,0.1,125
4,799,0.2,0.7,0.1,-14.159899999999999,7,811,0.3,0.4,0.3,126
7,811,0.3,0.4,0.3,-14.3357,5,818,0.4,-0.0,0.6,127
5,818,0.4,-0.0,0.6,-14.599400000000001,2,825,0.4,0.3,0.3,128
2,825,0.4,0.3,0.3,-14.8582,1,840,0.1,0.4,0.5,129
1,840,0.1,0.4,0.5,-14.8985,5,842,0.0,0.8,0.2,130
5,842,0.0,0.8,0.2,-14.956800000000001,1,854,0.1,0.0,0.9,131
1,854,0.1,0.0,0.9,-15.084100000000001,6,849,0.3,0.6,0.1,132
6,849,0.3,0.6,0.1,-15.1699,4,863,0.1,0.1,0.8,133
4,863,0.1,0.1,0.8,-15.280199999999999,7,860,0.2,0.3,0.5,134
7,860,0.2,0.3,0.5,-15.399,3,868,0.1,0.4,0.5,135
3,868,0.1,0.4,0.5,-15.4765,5,873,0.7,0.3,-0.0,136
5,873,0.7,0.3,-0.0,-15.603,3,881,0.1,0.3,0.6,137
3,881,0.1,0.3,0.6,-15.728899999999998,4,884,0.6,0.2,0.2,138
4,884,0.6,0.2,0.2,-15.9618,1,896,0.4,0.2,0.4,139
1,896,0.4,0.2,0.4,-16.2456,1,908,0.1,0.4,0.5,140
1,908,0.1,0.4,0.5,-16.4325,5,918,0.5,0.3,0.2,141
5,918,0.5,0.3,0.2,-16.594800000000003,2,927,0.1,0.6,0.3,142
2,927,0.1,0.6,0.3,-16.5857,4,930,0.7,0.3,0.0,143
4,930,0.7,0.3,0.0,-16.709500000000002,2,936,0.4,0.4,0.2,144
2,936,0.4,0.4,0.2,-17.8068,0,941,0.7,0.1,0.2,145
0,941,0.7,0.1,0.2,-17.0138,5,948,0.6,0.0,0.4,146
5,948,0.6,0.0,0.4,-17.3096,7,959,0.3,0.3,0.4,147
7,959,0.3,0.3,0.4,-17.4531,4,966,0.2,0.1,0.7,148
4,966,0.2,0.1,0.7,-17.6023,7,970,0.9,0.0,0.1,149
7,970,0.9,0.0,0.1,-17.7699,4,979,0.2,0.5,0.3,150
4,979,0.2,0.5,0.3,-18.072200000000002,3,993,0.1,0.7,0.2,151
3,993,0.1,0.7,0.2,-18.1998,4,1004,0.0,0.3,0.7,152
4,1004,0.0,0.3,0.7,-18.2558,2,1004,0.0,0.5,0.5,153
2,1004,0.0,0.5,0.5,-18.3995,2,1014,0.1,0.2,0.7,154
2,1014,0.1,0.2,0.7,-18.529300000000003,1,1018,0.4,0.5,0.1,155
1,1018,0.4,0.5,0.1,-18.5524,6,1024,0.5,0.3,0.2,156
6,1024,0.5,0.3,0.2,-18.773799999999998,3,1034,0.2,0.6,0.2,157
3,1034,0.2,0.6,0.2,-18.8038,1,1039,0.6,0.4,0.0,158
1,1039,0.6,0.4,0.0,-18.922,4,1046,0.3,0.6,0.1,159
4,1046,0.3,0.6,0.1,-18.9939,5,1053,0.6,0.2,0.2,160
5,1053,0.6,0.2,0.2,-19.1318,7,1056,0.3,0.7,-0.0,161
7,1056,0.3,0.7,-0.0,-20.153499999999998,0,1065,1.0,-0.0,0.0,162
0,1065,1.0,-0.0,0.0,-19.265,7,1063,0.2,0.7,0.1,163
7,1063,0.2,0.7,0.1,-19.334899999999998,6,1074,0.6,-0.0,0.4,164
6,1074,0.6,-0.0,0.4,-19.3396,1,1065,0.0,0.5,0.5,165
1,1065,0.0,0.5,0.5,-19.502000000000002,1,1077,0.8,0.1,0.1,166
1,1077,0.8,0.1,0.1,-19.6909,7,1084,0.5,0.2,0.3,167
7,1084,0.5,0.2,0.3,-19.8857,4,1092,0.3,0.1,0.6,168
4,1092,0.3,0.1,0.6,-21.1009,0,1099,0.9,0.1,0.0,169
0,1099,0.9,0.1,0.0,-21.24,0,1107,0.4,0.3,0.3,170
0,1107,0.4,0.3,0.3,-20.4162,3,1114,0.0,0.3,0.7,171
3,1114,0.0,0.3,0.7,-20.6223,7,1122,0.4,0.3,0.3,172
7,1122,0.4,0.3,0.3,-20.6892,1,1127,0.3,0.5,0.2,173
1,1127,0.3,0.5,0.2,-20.764799999999997,7,1133,0.6,0.1,0.3,174
7,1133,0.6,0.1,0.3,-20.9572,5,1140,0.8,0.1,0.1,175
5,1140,0.8,0.1,0.1,-21.1559,3,1149,0.5,0.4,0.1,176
3,1149,0.5,0.4,0.1,-21.379900000000003,7,1160,0.1,0.1,0.8,177
7,1160,0.1,0.1,0.8,-21.612699999999997,4,1167,0.4,0.6,0.0,178
4,1167,0.4,0.6,0.0,-21.631999999999998,4,1173,0.4,0.2,0.4,179
4,1173,0.4,0.2,0.4,-21.7576,1,1177,0.2,0.3,0.5,180
1,1177,0.2,0.3,0.5,-22.9605,0,1186,0.7,0.2,0.1,181
0,1186,0.7,0.2,0.1,-22.137900000000002,3,1196,0.4,0.3,0.3,182
3,1196,0.4,0.3,0.3,-23.3532,0,1205,0.4,0.3,0.3,183
0,1205,0.4,0.3,0.3,-22.4997,6,1212,0.6,0.1,0.3,184
6,1212,0.6,0.1,0.3,-22.8082,7,1225,0.1,0.3,0.6,185
7,1225,0.1,0.3,0.6,-23.0214,1,1234,0.4,0.1,0.5,186
1,1234,0.4,0.1,0.5,-23.092000000000002,3,1237,0.1,0.5,0.4,187
3,1237,0.1,0.5,0.4,-23.224600000000002,5,1243,0.8,0.1,0.1,188
5,1243,0.8,0.1,0.1,-23.3234,4,1249,0.4,0.2,0.4,189
4,1249,0.4,0.2,0.4,-24.5596,0,1258,0.8,-0.0,0.2,190
0,1258,0.8,-0.0,0.2,-23.7198,7,1266,0.0,0.7,0.3,191
7,1266,0.0,0.7,0.3,-23.9562,1,1279,0.6,0.3,0.1,192
1,1279,0.6,0.3,0.1,-23.7449,2,1272,0.4,0.6,-0.0,193
2,1272,0.4,0.6,-0.0,-23.916,2,1282,0.1,0.3,0.6,194
2,1282,0.1,0.3,0.6,-24.0089,2,1285,0.7,-0.0,0.3,195
2,1285,0.7,-0.0,0.3,-25.0747,0,1289,0.5,0.3,0.2,196
0,1289,0.5,0.3,0.2,-24.3108,5,1298,0.2,0.6,0.2,197
5,1298,0.2,0.6,0.2,-24.4678,7,1307,0.4,0.4,0.2,198
7,1307,0.4,0.4,0.2,-24.3678,7,1304,0.0,0.9,0.1,199
7,1304,0.0,0.9,0.1,-24.2364,3,1303,0.7,0.1,0.2,200
3,1303,0.7,0.1,0.2,-25.0368,0,1292,0.5,0.3,0.2,201
0,1292,0.5,0.3,0.2,-24.1773,6,1298,0.2,0.7,0.1,202
6,1298,0.2,0.7,0.1,-24.3039,6,1308,0.3,0.6,0.1,203
6,1308,0.3,0.6,0.1,-24.137900000000002,3,1303,0.0,0.6,0.4,204
3,1303,0.0,0.6,0.4,-24.1236,3,1304,0.5,0.2,0.3,205
3,1304,0.5,0.2,0.3,-24.2017,5,1306,0.2,0.7,0.1,206
5,1306,0.2,0.7,0.1,-24.2484,2,1315,0.1,0.1,0.8,207
2,1315,0.1,0.1,0.8,-24.4132,4,1315,0.3,0.5,0.2,208
4,1315,0.3,0.5,0.2,-24.512300000000003,4,1326,0.4,0.4,0.2,209
4,1326,0.4,0.4,0.2,-24.506800000000002,2,1326,0.4,0.3,0.3,210
2,1326,0.4,0.3,0.3,-24.6927,6,1334,0.8,0.0,0.2,211
6,1334,0.8,0.0,0.2,-24.8198,1,1337,0.0,0.7,0.3,212
1,1337,0.0,0.7,0.3,-25.828200000000002,0,1343,0.6,0.0,0.4,213
0,1343,0.6,0.0,0.4,-25.0346,4,1347,0.1,0.2,0.7,214
4,1347,0.1,0.2,0.7,-25.3393,2,1360,0.2,0.3,0.5,215
2,1360,0.2,0.3,0.5,-26.4635,0,1367,0.2,0.0,0.8,216
0,1367,0.2,0.0,0.8,-25.729200000000002,3,1376,0.7,0.2,0.1,217
3,1376,0.7,0.2,0.1,-25.849899999999998,2,1384,0.1,0.5,0.4,218
2,1384,0.1,0.5,0.4,-25.9371,7,1388,0.6,0.1,0.3,219
7,1388,0.6,0.1,0.3,-27.0557,0,1393,0.3,0.4,0.3,220
0,1393,0.3,0.4,0.3,-26.3197,1,1406,0.7,0.2,0.1,221
1,1406,0.7,0.2,0.1,-26.5339,2,1417,0.4,0.1,0.5,222
2,1417,0.4,0.1,0.5,-26.785,7,1426,0.1,0.4,0.5,223
7,1426,0.1,0.4,0.5,-27.0625,2,1439,0.0,0.9,0.1,224
2,1439,0.0,0.9,0.1,-26.8889,6,1438,0.0,0.1,0.9,225
